entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_high,entry_low,entry_volume,exit_close,exit_high,exit_low,exit_volume,regime,year,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_atr,entry_supertrend,entry_supertrend_dir,entry_ma20,entry_ma60,entry_bb_upper,entry_bb_lower,entry_bb_middle,is_win,entry_hour,entry_dayofweek,entry_month,win_probability
2024-02-16 12:20:00,2024-02-16 15:45:00,1,353.85,355.8,eod,1.9499999999999889,0.1212895,1.8287104999999888,57604.38074999964,1.0,2024-02-16,353.95,354.05,353.85,0.0,355.8,355.8,355.8,0.0,1.0,2024,48.6486486486484,0.1534258176349681,0.2110797750246014,-0.0576539573896333,0.2678571428571388,360.2660714285714,1.0,353.975,353.3491666666667,354.5576437026555,353.3923562973445,353.975,1,12,4,2,0.76275533
2024-02-22 10:05:00,2024-02-22 15:45:00,1,357.6,357.9,eod,0.2999999999999545,0.121465,0.1785349999999545,5623.852499998568,1.0,2024-02-22,357.45,357.65,357.35,0.0,357.9,357.9,357.9,0.0,1.0,2024,35.71428571428565,0.371632312259635,0.3916535805751157,-0.0200212683154806,0.7642857142857135,361.4089285714286,1.0,357.51249999999993,356.255,359.6857524740172,355.33924752598267,357.51249999999993,1,10,3,2,0.6820568
2024-02-28 10:30:00,2024-02-28 15:45:00,1,356.0,357.2,eod,1.1999999999999886,0.121396,1.0786039999999886,33976.02599999964,1.0,2024-02-28,355.6,356.1,355.5,0.0,357.2,357.2,357.2,0.0,1.0,2024,76.47058823529402,0.6188360454383428,0.5045344762245733,0.1143015692137695,0.5714285714285714,351.6732142857143,-1.0,354.7075,353.8666666666667,356.32102017913087,353.0939798208691,354.7075,1,10,2,2,0.75047415
2024-03-07 15:15:00,2024-03-07 15:45:00,1,356.65,357.1,eod,0.4500000000000455,0.1214125,0.3285875000000454,10350.506250001432,1.0,2024-03-07,356.55,356.7,356.45,0.0,357.1,357.1,357.1,0.0,1.0,2024,40.0000000000005,0.0816990449508807,0.1338729690486418,-0.052173924097761,0.3214285714285673,351.6732142857143,-1.0,356.83000000000004,356.605,357.2357481718615,356.4242518281386,356.83000000000004,1,15,3,3,0.76057565
2024-03-11 08:50:00,2024-03-11 09:00:00,1,359.45,359.65,eod,0.1999999999999886,0.121573,0.0784269999999886,2470.450499999642,1.0,2024-03-11,359.55,359.95,359.4,0.0,359.65,360.25,358.9,0.0,1.0,2024,21.518987341772476,-0.1904634966712137,0.0730370811703183,-0.2635005778415321,0.4678571428571437,351.6732142857143,-1.0,361.6950000000001,361.6433333333333,363.2850678568746,360.1049321431255,361.6950000000001,1,8,0,3,0.724387
2024-03-26 09:00:00,2024-03-26 11:25:00,1,375.65,378.9,pivot,3.25,0.1226365,3.1273635,98511.95025,1.0,2024-03-26,376.6,376.7,375.25,0.0,378.8,378.95,378.7,0.0,1.0,2024,79.8387096774195,0.7857031860120856,0.3884409222738929,0.3972622637381926,0.6178571428571493,377.9910714285714,1.0,373.4,372.8066666666667,375.9800856778881,370.8199143221119,373.4,1,9,1,3,0.60839665
2024-04-04 09:05:00,2024-04-04 15:30:00,1,376.55,378.0,pivot,1.4499999999999886,0.1226365,1.3273634999999886,41811.95024999964,1.0,2024-04-04,377.05,377.9,376.45,0.0,378.35,378.4,377.95,0.0,1.0,2024,76.71232876712389,0.800183054947297,0.3129023455012577,0.4872807094460393,0.7642857142857135,382.1410714285714,1.0,374.065,373.6725,377.6085783282467,370.5214216717533,374.065,1,9,3,4,0.7234619
2024-04-04 15:30:00,2024-04-04 15:45:00,1,378.0,378.25,eod,0.25,0.1226875,0.1273125,4010.34375,1.0,2024-04-04,378.35,378.4,377.95,0.0,378.25,378.25,378.25,0.0,1.0,2024,74.50980392156907,0.3067579197342525,0.2595873219107648,0.0471705978234876,0.2964285714285616,382.1410714285714,1.0,377.65,377.09333333333336,378.4440568718638,376.8559431281362,377.65,1,15,3,4,0.78646
2024-04-08 09:00:00,2024-04-08 15:45:00,1,374.8,375.2,eod,0.3999999999999772,0.1225,0.2774999999999772,8741.249999999283,1.0,2024-04-08,373.95,374.85,373.55,0.0,375.2,375.2,375.2,0.0,1.0,2024,45.45454545454534,0.0945474885440376,0.0435904036653884,0.0509570848786492,0.5785714285714262,382.1410714285714,1.0,374.1,373.93916666666667,374.98615075348215,373.2138492465179,374.1,1,9,0,4,0.6434165
2024-04-15 15:00:00,2024-04-15 15:45:00,1,367.05,367.2,eod,0.1499999999999772,0.1220275,0.0279724999999772,881.1337499992834,1.0,2024-04-15,367.05,367.3,366.8,0.0,367.2,367.2,367.2,0.0,1.0,2024,60.49382716049423,0.4445003300717758,0.4130915312942519,0.0314087987775238,0.4928571428571452,382.1410714285714,1.0,366.4225,365.0425,367.31779471774695,365.5272052822531,366.4225,1,15,0,4,0.7200084
