window,bandwidth,grid_points,refit_every,val_roc_auc,val_pnl,val_sharpe,val_win_rate,threshold,n_trades
300,scott,1024,50,0.6788171673309648,1350524.9835000217,2.9714833788292783,0.5756302521008403,0.5500000000000002,7948
300,silverman,1024,50,0.6770725888949729,1355467.3492500186,3.018474621148007,0.5793991416309013,0.5500000000000002,7948
300,0.001,1024,50,0.6642577901157535,1238204.6617500237,3.4212110519881134,0.6546762589928058,0.6500000000000001,7948
600,scott,1024,50,0.6703807935072819,1335381.185250006,3.0537334737004254,0.576271186440678,0.5500000000000002,7945
600,silverman,1024,50,0.6719343597057563,1353504.993750018,3.636969195763534,0.6411764705882353,0.6000000000000002,7945
600,0.001,1024,50,0.6727111428049934,1467266.9445000158,3.1558285906959362,0.578125,0.5500000000000002,7945
1000,scott,1024,50,0.6716160059765606,1550848.9815000151,2.946232302022604,0.5418994413407822,0.5000000000000001,7943
1000,silverman,1024,50,0.6680228535530399,1381645.8022500183,4.30970605478524,0.6590909090909091,0.6500000000000001,7943
1000,0.001,1024,50,0.6639840059086451,1536669.996750007,3.242950890512301,0.55893536121673,0.5500000000000002,7943
