entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_volume,exit_close,exit_high,exit_low,exit_volume,year,atr_normalized,volatility_regime,trend_regime,momentum_regime,is_win,entry_hour,entry_dayofweek,entry_month,entry_open,entry_high,entry_low,entry_atr,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_bb_middle,entry_bb_upper,entry_bb_lower,entry_ma5,entry_ma10,entry_ma20,entry_ma60,entry_supertrend,entry_supertrend_dir,future_return_1,is_win_h1,future_return_5,is_win_h5,future_return_10,is_win_h10,future_return_20,is_win_h20,future_return_3,is_win_h3,future_return_4,is_win_h4,future_return_6,is_win_h6,future_return_7,is_win_h7,timestamp,ret_log_1m,ret_log_5m,ret_log_1m_kde_pdf,ret_log_1m_kde_cdf,ret_log_1m_kde_zscore,ret_log_1m_kde_left_tail,ret_log_1m_kde_right_tail,ret_log_1m_kde_median,ret_log_1m_kde_mean,ret_log_1m_kde_std,ret_log_1m_kde_ready,ret_log_5m_kde_pdf,ret_log_5m_kde_cdf,ret_log_5m_kde_zscore,ret_log_5m_kde_left_tail,ret_log_5m_kde_right_tail,ret_log_5m_kde_median,ret_log_5m_kde_mean,ret_log_5m_kde_std,ret_log_5m_kde_ready,rsi_oversold,rsi_overbought,macd_bullish,macd_strength,price_above_ma20,price_above_ma60,price_above_ma5,price_above_ma10,bb_position,bb_lower_touch,price_above_st,is_morning,is_afternoon,is_bull,is_neutral,is_bear,price_ma20_ratio,price_ma60_ratio,bb_width,atr_ratio,rsi_macd_interaction,rsi_bb_interaction,pnl_per_contract,_has_kde,filter_score,entry_score,exit_score
2023-01-03 14:10:00,2023-01-03 15:10:00,-1,291.45,291.35,pivot,0.0999999999999659,0.117484,-0.11748400000003412,-3700.7460000010747,1.0,2023-01-03,291.9,0.0,290.9,291.35,290.9,0.0,2023,0.0,1.0,1.0,1.0,0,14,1,1,291.45,292.0,291.45,0.4766281450420607,66.08530431037926,0.5826404043999673,0.644740752907703,-0.0621003485077357,291.175,292.0614476703088,290.28855232969124,291.4,291.415,291.175,288.88416666666666,290.3313360426938,1.0,-0.0010293360782295,0,-0.0017155601303825,0,-0.0,0,0.0044604563389947,1,-0.0008577800651912,0,-0.0010293360782295,0,-0.0022302281694974,0,-0.0008577800651912,0,2023-01-03 14:10:00,0.0015428133685102,0.0027444271084914,61.33254859802655,0.9689193585040772,1.351897343677474,0.9689193585040772,0.0310806414959229,-1.3613272966881417e-05,-3.096265548689042e-05,0.0011641239117432,True,46.53473023412524,0.9358805724268052,1.190995587278093,0.9358805724268052,0.0641194275731946,-9.650888665307157e-05,-0.0001554229893005,0.0024348117900413,True,0,0,0,0.062100348507735714,1,1,1,1,0.6551134992007982,1,1,0,1,1,0,0,0.0009435580717103354,0.008803682735746544,0.0060830171234089484,0.0016353684853047201,-4.1039204289143205,43.29337495252215,-27.0200720535228,True,0.7203842,0.6033391569860143,32.732468
2023-01-03 15:10:00,2023-01-03 15:20:00,-1,291.35,291.25,pivot,0.1000000000000227,0.117478,-0.11747799999997727,-3700.556999999284,1.0,2023-01-03,290.9,0.0,291.1,291.25,290.95,0.0,2023,0.0,1.0,1.0,1.0,1,15,1,1,291.35,291.35,290.9,0.4784268175950993,45.29940293491909,0.2589977956927782,0.426241327469758,-0.1672435317769797,291.5725,292.2961421030323,290.8488578969677,291.51,291.675,291.5725,289.66,290.62865698286527,1.0,0.000343229792346,1,0.001372919169384,1,-0.0037755277158056,0,-0.0056632915737085,0,0.0012013042732109,1,0.0008580744808649,1,0.0036039128196327,1,0.0075510554316116,1,2023-01-03 15:10:00,-0.001374098464233,-0.0027463113725198,98.35487853393612,0.0490309919121124,-1.1537739197667636,0.0490309919121124,0.9509690080878876,-1.3613272966881417e-05,-3.096265548689042e-05,0.0011641239117432,True,52.953066945799456,0.0769054548805897,-1.0641021182073596,0.0769054548805897,0.9230945451194104,-9.650888665307157e-05,-0.0001554229893005,0.0024348117900413,True,0,0,0,0.16724353177697981,0,1,0,0,0.34626378214616466,1,1,0,0,1,0,0,-0.0007636862879696865,0.00580058349064698,0.004967510575131756,0.0016421033725591188,-7.576032134224348,15.685542589208154,37.84108460614335,True,0.6430419,0.5339325415119156,64.49691
2023-01-05 11:10:00,2023-01-05 12:05:00,-1,298.7,297.85,pivot,0.8499999999999659,0.1178965,0.6321034999999661,19911.26024999893,1.0,2023-01-05,298.2,0.0,298.05,298.1,297.55,0.0,2023,0.0,1.0,1.0,1.0,1,11,3,1,298.7,298.7,298.15,0.5947384364845926,41.65351800352727,0.1000357675365535,0.285324094598247,-0.1852883270616935,299.1975,300.103314550097,298.29168544990296,298.96,299.27,299.1975,298.205,298.4001509714493,-1.0,0.0010043521928356,1,0.0008369601606963,1,0.0028456645463674,1,0.0035152326749247,1,0.001339136257114,1,0.0010043521928356,1,0.001841312353532,1,0.0015065282892533,1,2023-01-05 11:10:00,-0.0015079168476769,-0.005851391768464,76.05944217515965,0.0404283577270248,-1.2659142798130258,0.0404283577270248,0.9595716422729752,-1.1816083513723243e-05,-3.756428117006391e-05,0.0011614945734904,True,8.36046195811523,0.0196052374445802,-2.339826116775635,0.0196052374445802,0.9803947625554198,-0.0001239355787399,-0.0001844237096588,0.0024219611953962,True,0,0,0,0.1852883270616935,0,1,0,0,0.22538528998749893,1,1,1,0,1,0,0,-0.0016655507197857458,0.00165718111817879,0.006065045531282451,0.0019910895094897643,-7.717910667107698,9.388090234224501,42.182792099090996,True,0.6838584,0.5206988242673571,43.493137
2023-01-05 12:40:00,2023-01-05 12:55:00,1,298.15,297.65,pivot,-0.5,0.117874,-0.7178740000000001,-22613.031000000003,1.0,2023-01-05,297.75,0.0,297.6,297.75,297.45,0.0,2023,0.0,1.0,1.0,1.0,0,12,3,1,298.15,298.15,297.7,0.4687059027927772,40.92218832482149,-0.2250696876255347,-0.1793569039614663,-0.0457127836640683,298.2525,298.79779084381966,297.70720915618034,298.02,298.12,298.2525,298.5433333333333,298.4001509714493,-1.0,-0.0020124098608082,0,-0.0023478115042763,0,0.0008385041086701,1,0.0016770082173402,1,-0.0018447090390741,0,-0.0021801106825422,0,-0.0018447090390741,0,-0.000503102465202,0,2023-01-05 12:40:00,-0.0011747924486163,-0.0023482063792493,145.55777858320232,0.0768814072577123,-0.9791076027405216,0.0768814072577123,0.9231185927422876,-1.1816083513723243e-05,-3.756428117006391e-05,0.0011614945734904,True,84.87243744836285,0.1134125875686422,-0.8934010477556458,0.1134125875686422,0.8865874124313577,-0.0001239355787399,-0.0001844237096588,0.0024219611953962,True,0,0,0,0.04571278366406839,0,0,1,1,0.4060134594576834,1,0,0,1,1,0,0,-0.000343786684554823,-0.0013192464643076193,0.0036578289037038896,0.0015720473009987496,-1.8706671419528265,16.614959250339595,-58.10833473083415,True,0.6354141,0.4867423578340828,31.907633
2023-01-05 15:10:00,2023-01-05 15:45:00,1,299.45,298.45,eod,-1.0,0.117937,-1.217937,-38365.0155,1.0,2023-01-05,299.95,0.0,298.45,298.45,298.45,0.0,2023,0.0,1.0,1.0,1.0,1,15,3,1,299.45,300.0,299.35,0.4081260390923338,68.83705227681475,0.2714386926264751,0.1932552315986859,0.0781834610277892,299.01750000000004,299.7539745318033,298.2810254681968,299.37,299.075,299.01750000000004,298.6508333333333,298.46595070705564,1.0,0.0006678911337451,1,-0.0033394556687259,0,-0.0011688094840539,0,0.0048422107196526,1,0.0006678911337451,1,-0.0020036734012354,0,-0.0003339455668724,0,0.0041743195859074,1,2023-01-05 15:10:00,0.0016683353886306,0.0038413408404396,49.20131144468445,0.9731962056340396,1.4687108392373,0.9731962056340396,0.0268037943659603,-1.1816083513723243e-05,-3.756428117006391e-05,0.0011614945734904,True,20.56230539862561,0.9654369954585302,1.6621920110656094,0.9654369954585302,0.0345630045414697,-0.0001239355787399,-0.0001844237096588,0.0024219611953962,True,0,0,1,0.07818346102778917,1,1,1,1,0.7936286194045123,1,1,0,0,1,0,0,0.0014443145767238195,0.0026687816552569002,0.004918848100205399,0.0013629188148015824,5.381918993952233,54.63105476232473,21.03857071297065,True,0.6924387,0.5632669210469224,46.74541
2023-01-06 14:20:00,2023-01-06 14:25:00,-1,303.15,302.5,pivot,0.6499999999999773,0.1181695,0.43183049999997725,13602.660749999282,1.0,2023-01-06,302.5,0.0,302.1,302.55,301.85,0.0,2023,0.0,1.0,1.0,1.0,1,14,4,1,303.15,303.3,302.45,0.4117708342011236,34.45841985378789,0.0693503962964428,0.287736363460616,-0.2183859671641732,303.77250000000004,304.58650568959786,302.9584943104022,303.35,303.725,303.77250000000004,302.53000000000003,303.2989531804057,-1.0,0.003463631865413,1,0.0065973940293584,1,0.0014844136566056,1,-0.016493485073396,0,0.003463631865413,1,0.0049480455220188,1,0.0064324591786244,1,0.0031337621639452,1,2023-01-06 14:20:00,-0.0023113762973204,-0.0059327794320292,17.2780208963045,0.0114730459734272,-1.957660473020822,0.0114730459734272,0.9885269540265728,-1.1816083513723243e-05,-3.756428117006391e-05,0.0011614945734904,True,7.983199849178772,0.018934514239079,-2.3734301496230503,0.018934514239079,0.981065485760921,-0.0001239355787399,-0.0001844237096588,0.0024219611953962,True,0,0,0,0.2183859671641732,0,1,0,0,0.11763166526045996,1,0,0,1,1,0,0,-0.002053438891637998,0.002045192149100933,0.005370316276416431,0.001358307221511211,-7.525235346718615,4.053401309645165,109.1044037605095,True,0.68268627,0.5538486590621557,52.482197
2023-01-06 14:25:00,2023-01-06 15:10:00,-1,302.5,302.75,pivot,-0.25,0.1181575,-0.4681575,-14746.96125,1.0,2023-01-06,302.1,0.0,302.7,302.8,302.5,0.0,2023,0.0,1.0,1.0,1.0,1,14,4,1,302.5,302.55,301.85,0.4323586317581853,30.53551020650528,-0.0520374970414536,0.2197815913602021,-0.2718190884016558,303.6825,304.7843047393903,302.58069526060973,302.97,303.545,303.6825,302.5725,303.2989531804057,-1.0,0.0004958677685949,1,0.004297520661157,1,-0.0008264462809917,0,-0.0198347107438016,0,0.0028099173553719,1,0.0044628099173554,1,0.0009917355371901,1,-0.0008264462809917,0,2023-01-06 14:25:00,-0.0013231890782697,-0.0062696130135953,110.78263017965531,0.0577559173444662,-1.1068711179909216,0.0577559173444662,0.9422440826555336,-1.1816083513723243e-05,-3.756428117006391e-05,0.0011614945734904,True,6.316273998937026,0.0165040542785456,-2.512504872292584,0.0165040542785456,0.9834959457214544,-0.0001239355787399,-0.0001844237096588,0.0024219611953962,True,0,0,0,0.2718190884016557,0,0,0,0,-0.03661958318240014,1,0,0,1,1,0,0,-0.0039090909090909245,-0.00023966942148757325,0.0072846594339852876,0.0014292847330849101,-8.300134548211721,-1.1181976560241487,88.51239669421486,True,0.7111627,0.6216227519916376,55.38068
2023-01-16 10:55:00,2023-01-16 12:20:00,1,318.2,318.6,pivot,0.4000000000000341,0.119104,0.18089600000003414,5698.224000001075,1.0,2023-01-16,318.6,0.0,318.9,318.9,318.5,0.0,2023,0.0,1.0,1.0,1.0,1,10,0,1,318.2,318.65,318.05,0.5264306746988142,73.47069391378173,0.8143526776095769,0.8797454756819225,-0.0653927980723456,317.45500000000004,318.50826559885763,316.40173440114245,317.73,317.635,317.45500000000004,314.6058333333333,316.7658959135904,1.0,0.0012570710245129,1,0.0025141420490258,1,0.0018856065367693,1,0.0018856065367693,1,0.0023570081709616,1,0.0017284726587052,1,0.0012570710245129,1,0.0017284726587052,1,2023-01-16 10:55:00,0.0014134277971471,0.0031436681029675,88.15906879252469,0.945029834387316,1.230033558699325,0.945029834387316,0.0549701656126838,1.7268993125074014e-05,2.7362051223676787e-06,0.0011468724426644,True,46.488158036551255,0.9310746190041184,1.257414298060513,0.9310746190041184,0.0689253809958817,2.0226188306165754e-05,2.011788076889258e-05,0.0024841058567701,True,0,1,0,0.06539279807234566,1,1,1,1,0.853661982698381,1,1,1,0,1,0,0,0.002341294783155084,0.011295306934841907,0.006620148327200456,0.0016544018689466193,-4.80445425133904,62.71913823666478,74.2457573852904,True,0.78650886,0.6188390236292454,37.598797
2023-01-18 11:40:00,2023-01-18 11:50:00,-1,311.4,312.6,pivot,-1.2000000000000457,0.11872,-1.4187200000000457,-44689.68000000144,1.0,2023-01-18,313.05,0.0,312.25,312.75,312.2,0.0,2023,0.0,1.0,1.0,1.0,0,11,2,1,311.4,313.25,311.4,0.5140308560250095,54.55241189579279,-0.4172994614585832,-0.5110285501674402,0.0937290887088569,312.34250000000003,313.35727246621144,311.3277275337886,312.01,312.15,312.34250000000003,313.95416666666665,312.737085946151,1.0,-0.0038535645472063,0,-0.004014129736673,0,-0.0035324341682723,0,-0.0020873474630701,0,-0.004014129736673,0,-0.0028901734104047,0,-0.0048169556840077,0,-0.0051380860629416,0,2023-01-18 11:40:00,0.0052846627914217,0.0022385682517404,0.8556674695919279,0.99976666267909,4.605504840649925,0.99976666267909,0.0002333373209099,1.7268993125074014e-05,2.7362051223676787e-06,0.0011468724426644,True,83.7930853171354,0.8733898030067051,0.8930579044872271,0.8733898030067051,0.1266101969932949,2.0226188306165754e-05,2.011788076889258e-05,0.0024841058567701,True,0,0,1,0.09372908870885699,0,0,0,0,0.03561018288226909,1,0,1,0,1,0,0,-0.0030266538214516773,-0.008202205095268703,0.006517485332122104,0.0016507092357900114,5.113147853862863,1.942621364278053,-126.44508670519951,True,0.5998947,0.48208713151228827,31.35837
2023-01-27 11:10:00,2023-01-27 11:15:00,1,330.15,330.8,pivot,0.6500000000000341,0.1198285,0.43017150000003407,13550.402250001072,1.0,2023-01-27,330.85,0.0,330.85,331.15,330.7,0.0,2023,0.0,1.0,1.0,1.0,1,11,4,1,330.15,330.85,330.15,0.4730678878697044,83.31818749168393,0.8283172261352547,0.7390462369352291,0.0892709892000256,328.98,330.48416964381056,327.4758303561895,329.98999999999995,329.56,328.98,326.89083333333326,329.06602890434,1.0,0.0021202483719522,1,0.0013630168105408,1,0.0003028926245646,1,-0.0004543389368468,0,0.0018173557473876,1,0.0004543389368469,1,0.0009086778736938,1,0.0009086778736938,1,2023-01-27 11:10:00,0.0019665689720408,0.0040887465155067,34.75215893214168,0.9757029892528052,1.6445500916517315,0.9757029892528052,0.0242970107471947,1.498540140790906e-05,2.239535844998999e-05,0.0011821917881736,True,24.621916307662904,0.9616134078231624,1.5407997415507555,0.9616134078231624,0.0383865921768374,5.851390418369391e-05,0.0001086878180273,0.0025831122566736,True,0,1,1,0.08927098920002563,1,1,1,1,0.8889188978165972,1,1,1,0,1,0,0,0.0035438437074056008,0.009871775455601138,0.009112037824083246,0.0014328877415408282,7.437897015735825,74.06311139318427,57.2467060427094,True,0.78247964,0.5571834156007702,53.493732
