slippage_ticks,n_trades,win_rate,total_pnl,avg_pnl,profit_factor,sharpe,cagr,mdd,mar,profit_loss_ratio
0,341,48.68035190615836,2886751.082249942,8465.545695747629,1.2392919840457444,1.2411191146455087,19.020041300961353,1464196.1355000008,1.2990091176867025,1.3064825133012365
1,490,44.69387755102041,1098119.2949999855,2241.059785714256,1.0485032443836055,0.2687248756579407,7.458953612237407,3776866.3484999985,0.1974905364390182,1.2974629188491194
2,289,41.522491349480966,-1911798.6615000179,-6615.220282006982,0.8234863768281407,-1.3054397454180149,-13.72374454327262,3134923.4227500074,-0.4377696898010326,1.159743314032965
3,919,42.437431991294886,-8912847.021750052,-9698.418957290589,0.8265804411519342,-1.8469322644881556,-81.19655385354888,10823331.125250043,-0.7501992955211656,1.121182188126598
