entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_high,entry_low,entry_volume,exit_close,exit_high,exit_low,exit_volume,year,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_atr,entry_supertrend,entry_supertrend_dir,entry_ma5,entry_ma10,entry_ma20,entry_ma60,entry_bb_upper,entry_bb_lower,entry_bb_middle,atr_normalized,volatility_regime,trend_regime,momentum_regime,is_win,entry_hour,entry_dayofweek,entry_month,ret_log_5m_kde_pdf,ret_log_5m_kde_cdf,ret_log_5m_kde_zscore,ret_log_5m_kde_left_tail,ret_log_5m_kde_right_tail,ret_log_5m_kde_median,ret_log_5m_kde_mean,ret_log_5m_kde_std,ret_log_5m_kde_ready,ret_log_15m_kde_pdf,ret_log_15m_kde_cdf,ret_log_15m_kde_zscore,ret_log_15m_kde_left_tail,ret_log_15m_kde_right_tail,ret_log_15m_kde_median,ret_log_15m_kde_mean,ret_log_15m_kde_std,ret_log_15m_kde_ready,ret_log_30m_kde_pdf,ret_log_30m_kde_cdf,ret_log_30m_kde_zscore,ret_log_30m_kde_left_tail,ret_log_30m_kde_right_tail,ret_log_30m_kde_median,ret_log_30m_kde_mean,ret_log_30m_kde_std,ret_log_30m_kde_ready,ret_log_60m_kde_pdf,ret_log_60m_kde_cdf,ret_log_60m_kde_zscore,ret_log_60m_kde_left_tail,ret_log_60m_kde_right_tail,ret_log_60m_kde_median,ret_log_60m_kde_mean,ret_log_60m_kde_std,ret_log_60m_kde_ready,kde_aligned_tail_5m,kde_opposite_tail_5m,kde_aligned_zscore_5m,kde_aligned_tail_15m,kde_opposite_tail_15m,kde_aligned_zscore_15m,kde_aligned_tail_30m,kde_opposite_tail_30m,kde_aligned_zscore_30m,kde_aligned_tail_60m,kde_opposite_tail_60m,kde_aligned_zscore_60m,rsi_oversold,rsi_overbought,macd_bullish,macd_strength,price_above_ma20,price_above_ma60,price_above_ma5,price_above_ma10,bb_position,bb_lower_touch,price_above_st,is_morning,is_afternoon,is_bull,is_neutral,is_bear,price_ma20_ratio,price_ma60_ratio,bb_width,atr_ratio,rsi_macd_interaction,rsi_bb_interaction,kde_tail_spread_5m,kde_zscore_abs_5m,kde_tail_spread_15m,kde_zscore_abs_15m,kde_tail_spread_30m,kde_zscore_abs_30m,kde_tail_spread_60m,kde_zscore_abs_60m,filter_score,entry_score,exit_score
2025-10-14 13:40:00,2025-10-14 14:05:00,1,495.45,496.75,pivot,1.3000000000000114,0.129766,0.9702340000000115,30562.371000000363,1.0,2025-10-14,494.7,495.8,494.3,0.0,497.6,497.7,496.3,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,13,1,10,2.914945344857944,0.9983665594091604,3.7512901055956,0.9983665594091604,0.0016334405908394,-9.942625549626932e-05,-0.000123549510548,0.0010803823581631,True,143.9655876175242,0.2061197678445555,-0.6282304201633337,0.2061197678445555,0.7938802321554445,-0.0003028645479743,-0.0004118621183522,0.001903272589745,True,4.345842880898402,0.0075102549435414,-3.587278145092084,0.0075102549435414,0.9924897450564586,-0.0005941495253576,-0.0007989960218886,0.0026495579694656,True,3.0858403167347954,0.0079500162122046,-3.4148722013215944,0.0079500162122046,0.9920499837877952,-0.0013902162113,-0.0015412869152956,0.0034099080113533,True,0.9983665594091604,0.0016334405908394,-3.7512901055956,0.2061197678445555,0.7938802321554445,0.6282304201633337,0.0075102549435414,0.9924897450564586,3.587278145092084,0.0079500162122046,0.9920499837877952,3.4148722013215944,1,0,0,0.0,1,1,1,1,,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,,0.996733118818321,3.7512901055956,-0.5877604643108889,0.6282304201633337,-0.9849794901129172,3.587278145092084,-0.9840999675755906,3.4148722013215944,0.5237105,0.7739312139455315,0.5548781
2025-10-15 10:55:00,2025-10-15 11:10:00,-1,504.25,505.4,pivot,-1.1499999999999773,0.1302895,-1.4802894999999772,-46629.11924999928,1.0,2025-10-15,504.7,504.85,504.2,0.0,505.9,506.1,505.25,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,2,10,127.59167193810734,0.0644234268680513,-1.4394939431530067,0.0644234268680513,0.9355765731319486,8.773685436421562e-05,0.0001073540599479,0.0009009321114187,True,78.24724563452259,0.0715368206076948,-1.384866316574726,0.0715368206076948,0.9284631793923052,0.0002404032984391,0.000311415263821,0.0015129138643344,True,91.14997612799507,0.1023901850712567,-1.1623026887368133,0.1023901850712567,0.8976098149287433,0.0005251383851596,0.0006188824309666,0.002067147087436,True,175.12167805917073,0.4769004820246912,-0.1249461016588525,0.4769004820246912,0.5230995179753087,0.0010250798608079,0.0012148858980086,0.0025755681357082,True,0.9355765731319486,0.0644234268680513,-1.4394939431530067,0.9284631793923052,0.0715368206076948,-1.384866316574726,0.8976098149287433,0.1023901850712567,-1.1623026887368133,0.5230995179753087,0.4769004820246912,-0.1249461016588525,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.8711531462638973,1.4394939431530067,0.8569263587846103,1.384866316574726,0.7952196298574865,1.1623026887368133,0.04619903595061753,0.1249461016588525,0.5047069,0.5369970543405178,0.59925103
2025-10-16 10:40:00,2025-10-16 10:50:00,1,521.6,520.8,pivot,-0.8000000000000682,0.131272,-1.1312720000000684,-35635.06800000215,1.0,2025-10-16,520.9,521.9,520.6,0.0,521.1,521.3,520.5,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,3,10,481.589065862601,0.3598396083310854,-0.3131245901822871,0.3598396083310854,0.6401603916689145,7.890967811901278e-05,9.843635556691966e-05,0.0009261720301488,True,272.748468337983,0.3131084128883826,-0.4238485571381603,0.3131084128883826,0.6868915871116174,0.0002361927805951,0.0002847365937121,0.0015756610556173,True,215.3969926171002,0.573155587472699,0.1176379984629166,0.573155587472699,0.426844412527301,0.0005309813506079,0.0005994546834808,0.0022362564259587,True,33.44893207256509,0.9304686005343696,1.4732276690042465,0.9304686005343696,0.0695313994656304,0.0009868936796971,0.001154468089245,0.0029328711527659,True,0.3598396083310854,0.6401603916689145,0.3131245901822871,0.3131084128883826,0.6868915871116174,0.4238485571381603,0.573155587472699,0.426844412527301,-0.1176379984629166,0.9304686005343696,0.0695313994656304,-1.4732276690042465,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,-0.28032078333782906,0.3131245901822871,-0.37378317422323476,0.4238485571381603,0.14631117494539803,0.1176379984629166,0.8609372010687393,1.4732276690042465,0.5047069,0.5259430545181315,0.58806753
2025-10-16 10:50:00,2025-10-16 12:30:00,-1,520.8,521.75,pivot,-0.9500000000000456,0.1312765,-1.281276500000046,-40360.20975000144,1.0,2025-10-16,521.1,521.3,520.5,0.0,522.2,522.35,521.75,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,3,10,118.24450560875552,0.0641670828338476,-1.4527524937076468,0.0641670828338476,0.9358329171661524,7.890967811901278e-05,9.843635556691966e-05,0.0009261720301488,True,47.43069004107127,0.0543596388768519,-1.5803021657535452,0.0543596388768519,0.945640361123148,0.0002361927805951,0.0002847365937121,0.0015756610556173,True,221.86593871116696,0.5315413177629634,0.0325030466361122,0.5315413177629634,0.4684586822370365,0.0005309813506079,0.0005994546834808,0.0022362564259587,True,159.13811248213983,0.3853070912079549,-0.2954318256918292,0.3853070912079549,0.6146929087920451,0.0009868936796971,0.001154468089245,0.0029328711527659,True,0.9358329171661524,0.0641670828338476,-1.4527524937076468,0.945640361123148,0.0543596388768519,-1.5803021657535452,0.4684586822370365,0.5315413177629634,0.0325030466361122,0.6146929087920451,0.3853070912079549,-0.2954318256918292,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.8716658343323047,1.4527524937076468,0.8912807222462961,1.5803021657535452,-0.06308263552592691,0.0325030466361122,0.22938581758409016,0.2954318256918292,0.5047069,0.5259430545181315,0.5631073
2025-10-20 10:55:00,2025-10-20 11:05:00,1,530.4,531.9,pivot,1.5,0.131869,1.168131,36796.1265,1.0,2025-10-20,531.05,531.15,530.3,0.0,532.25,532.4,531.75,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,10,0,10,499.1459875311698,0.5518429012032763,0.0708698627206331,0.5518429012032763,0.4481570987967237,8.549457803800859e-05,0.0001185905261851,0.0009884755497791,True,269.27550532655147,0.5823237830138653,0.1284140795341555,0.5823237830138653,0.4176762169861346,0.0002707016752887,0.0003446418697189,0.001724077936363,True,169.94990711040126,0.7095204984808622,0.3750182084839807,0.7095204984808622,0.2904795015191378,0.0006301262543242,0.0007395428774887,0.0025586290415679,True,65.87775843857318,0.8406347178130869,0.808912968464869,0.8406347178130869,0.1593652821869131,0.0011053416876558,0.0013545326218666,0.0034662202322433,True,0.5518429012032763,0.4481570987967237,-0.0708698627206331,0.5823237830138653,0.4176762169861346,-0.1284140795341555,0.7095204984808622,0.2904795015191378,-0.3750182084839807,0.8406347178130869,0.1593652821869131,-0.808912968464869,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.10368580240655256,0.0708698627206331,0.16464756602773073,0.1284140795341555,0.41904099696172437,0.3750182084839807,0.6812694356261737,0.808912968464869,0.51110506,0.5443767188927582,0.55371857
2025-10-21 08:45:00,2025-10-21 10:45:00,1,541.65,546.7,pivot,5.050000000000068,0.1326505,4.717349500000068,148596.50925000213,1.0,2025-10-21,539.2,541.65,539.0,0.0,546.55,546.85,546.15,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,8,1,10,230.56159633514423,0.8763828646477186,0.8160492564135621,0.8763828646477186,0.1236171353522813,5.868398906760033e-05,0.0001032235549133,0.0009024531528443,True,127.13037106299689,0.8914614578247337,0.887007749100634,0.8914614578247337,0.1085385421752662,0.0001759810825902,0.0003190483978757,0.0014290595208764,True,262.346352562273,0.654584703286812,0.2361879153473789,0.654584703286812,0.345415296713188,0.0003102260532637,0.0004767435898079,0.0015365993171083,True,184.0766694361549,0.6782934240152361,0.355619492121041,0.6782934240152361,0.3217065759847639,0.0007286959822015,0.0008685844266956,0.002019154900202,True,0.8763828646477186,0.1236171353522813,-0.8160492564135621,0.8914614578247337,0.1085385421752662,-0.887007749100634,0.654584703286812,0.345415296713188,-0.2361879153473789,0.6782934240152361,0.3217065759847639,-0.355619492121041,1,0,0,0.0,1,1,1,1,,0,1,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.7527657292954373,0.8160492564135621,0.7829229156494675,0.887007749100634,0.30916940657362396,0.2361879153473789,0.3565868480304722,0.355619492121041,0.5047069,0.5332880014315792,0.58053595
2025-10-21 10:45:00,2025-10-21 11:05:00,1,546.7,545.95,pivot,-0.75,0.1327795,-1.0827795,-34107.55425,1.0,2025-10-21,546.55,546.85,546.15,0.0,545.95,546.55,545.6,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,1,10,322.3912942324979,0.2245591840368345,-0.6745093303684488,0.2245591840368345,0.7754408159631654,8.549457803800859e-05,0.0001185905261851,0.0009884755497791,True,282.8238174723458,0.5270203399292811,0.0121545717227825,0.5270203399292811,0.4729796600707189,0.0002707016752887,0.0003446418697189,0.001724077936363,True,125.8168127951787,0.1999972764337893,-0.6817114846955742,0.1999972764337893,0.8000027235662106,0.0006301262543242,0.0007395428774887,0.0025586290415679,True,124.89367444212988,0.2582485696446175,-0.5489201347189714,0.2582485696446175,0.7417514303553825,0.0011053416876558,0.0013545326218666,0.0034662202322433,True,0.2245591840368345,0.7754408159631654,0.6745093303684488,0.5270203399292811,0.4729796600707189,-0.0121545717227825,0.1999972764337893,0.8000027235662106,0.6817114846955742,0.2582485696446175,0.7417514303553825,0.5489201347189714,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,-0.5508816319263309,0.6745093303684488,0.0540406798585622,0.0121545717227825,-0.6000054471324213,0.6817114846955742,-0.483502860710765,0.5489201347189714,0.5047069,0.5307094726411713,0.5933615
2025-10-22 10:40:00,2025-10-22 11:10:00,-1,533.65,535.85,pivot,-2.200000000000045,0.132085,-2.5320850000000457,-79760.67750000143,1.0,2025-10-22,534.15,534.55,533.65,0.0,536.5,536.7,535.75,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,2,10,20.21830489257169,0.0219726999339544,-2.453534117420452,0.0219726999339544,0.9780273000660455,-0.0001280894387702,-0.0001413887039826,0.001162317384223,True,268.0063778760442,0.4161827682064896,-0.0937010159133865,0.4161827682064896,0.5838172317935104,-0.0003551680215623,-0.00047185474017,0.0019601501747865,True,35.4190696878784,0.9389805579133308,1.3336828327329784,0.9389805579133308,0.061019442086669,-0.0006817539651644,-0.0009219739114109,0.0028014416838522,True,109.61376462233925,0.7488093060701423,0.6168805180831822,0.7488093060701423,0.2511906939298577,-0.0013902162113,-0.0015412869152956,0.0034099080113533,True,0.9780273000660455,0.0219726999339544,-2.453534117420452,0.5838172317935104,0.4161827682064896,-0.0937010159133865,0.061019442086669,0.9389805579133308,1.3336828327329784,0.2511906939298577,0.7488093060701423,0.6168805180831822,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.9560546001320911,2.453534117420452,0.16763446358702083,0.0937010159133865,-0.8779611158266618,1.3336828327329784,-0.4976186121402846,0.6168805180831822,0.5047069,0.5369970543405178,0.603017
2025-10-23 10:45:00,2025-10-23 10:55:00,1,542.85,542.6,pivot,-0.25,0.1325635,-0.5825634999999999,-18350.750249999997,1.0,2025-10-23,541.75,543.05,541.7,0.0,543.55,543.6,542.55,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,10,3,10,86.62071337143118,0.0489371601413006,-1.6101723694083163,0.0489371601413006,0.9510628398586994,8.549457803800859e-05,0.0001185905261851,0.0009884755497791,True,289.67968703736915,0.4750840300513126,-0.0930126311629288,0.4750840300513126,0.5249159699486874,0.0002707016752887,0.0003446418697189,0.001724077936363,True,83.3234008583361,0.8683533993111225,0.8649294240109092,0.8683533993111225,0.1316466006888774,0.0006301262543242,0.0007395428774887,0.0025586290415679,True,2.5957702187714,0.9865462786938692,2.709086667840253,0.9865462786938692,0.0134537213061307,0.0011053416876558,0.0013545326218666,0.0034662202322433,True,0.0489371601413006,0.9510628398586994,1.6101723694083163,0.4750840300513126,0.5249159699486874,0.0930126311629288,0.8683533993111225,0.1316466006888774,-0.8649294240109092,0.9865462786938692,0.0134537213061307,-2.709086667840253,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,-0.9021256797173989,1.6101723694083163,-0.04983193989737478,0.0930126311629288,0.7367067986222451,0.8649294240109092,0.9730925573877386,2.709086667840253,0.51110506,0.5403806088929676,0.6053847
2025-10-23 10:55:00,2025-10-23 12:30:00,-1,542.6,543.0,pivot,-0.3999999999999772,0.132568,-0.7325679999999772,-23075.891999999283,1.0,2025-10-23,543.55,543.6,542.55,0.0,542.65,543.4,542.35,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,10,3,10,28.45616629327505,0.0162993521721553,-2.2651961615260667,0.0162993521721553,0.9837006478278446,8.549457803800859e-05,0.0001185905261851,0.0009884755497791,True,23.914498629329284,0.0268136502242386,-2.070502695513241,0.0268136502242386,0.9731863497757614,0.0002707016752887,0.0003446418697189,0.001724077936363,True,176.37508388702997,0.2965207055325354,-0.4332979516639354,0.2965207055325354,0.7034792944674646,0.0006301262543242,0.0007395428774887,0.0025586290415679,True,21.257391421952928,0.945673113675748,1.5595348642141005,0.945673113675748,0.0543268863242519,0.0011053416876558,0.0013545326218666,0.0034662202322433,True,0.9837006478278446,0.0162993521721553,-2.2651961615260667,0.9731863497757614,0.0268136502242386,-2.070502695513241,0.7034792944674646,0.2965207055325354,-0.4332979516639354,0.0543268863242519,0.945673113675748,1.5595348642141005,1,0,0,0.0,1,1,1,1,,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,,0.9674012956556893,2.2651961615260667,0.9463726995515227,2.070502695513241,0.4069585889349292,0.4332979516639354,-0.8913462273514962,1.5595348642141005,0.51110506,0.5403806088929676,0.6096835
