n_trades,win_rate,total_pnl,avg_pnl,profit_factor,sharpe,cagr,mdd,mar,profit_loss_ratio,stage3_threshold
1023,45.94330400782013,-1680579.6367500697,-1642.7953438417103,0.9665288300630054,-0.29389978580423476,-11.846001901561287,4392973.903500047,-0.2696579165226348,1.1372137085634935,0.0
1033,45.98257502420135,-1264379.5710000675,-1223.9879680542765,0.9750111289921165,-0.22312706670382854,-8.847150065640108,4694861.209500046,-0.18844327171456976,1.1453814946896863,1000.0
1020,46.1764705882353,-79815.67650007643,-78.25066323536905,0.9983450811123835,-0.014651271704474472,-0.5476439137474642,4488999.196500052,-0.012199688388771533,1.1636761136532878,2000.0
947,46.14572333685322,76657.10849993909,80.9473162618153,1.001734991999607,0.012234290347200777,0.5246781698287073,4746626.844750035,0.011053705862912376,1.1690728739583514,4000.0
45,48.888888888888886,1879061.3415000127,41756.91870000028,1.570753205473974,2.6003878920098384,13.907174441130632,1067022.6052499954,1.3033626816061958,1.6421510784500635,6000.0
24,50.0,1733639.7487500063,72234.98953125026,1.9145692672792523,3.484896080455418,12.851106574681737,688334.0152499992,1.8669869990391632,1.9145692672792525,8000.0
8,50.0,1136462.7960000017,142057.84950000021,3.0952805350459003,7.36599688029641,9.391289300262784,87563.81025000103,10.725080685102638,3.0952805350459003,10000.0
2,50.0,53563.71824999928,26781.85912499964,1.6117106838666726,0.0,1.016108925325221,87563.81025000103,1.1604210945414049,1.6117106838666726,12000.0
1,0.0,-87563.81025000036,-87563.81025000036,0.0,0.0,-100.0,-0.0,0.0,0.0,14000.0
