n_trades,win_rate,total_pnl,avg_pnl,profit_factor,sharpe,cagr,mdd,mar,profit_loss_ratio,timeframes,bandwidth,window
286,49.65034965034965,1340886.2197499597,4688.413355769089,1.065325927158057,0.44300966242289525,9.112475865459935,3812088.026250012,0.23904159092632404,1.0803305176814102,"(1, 5)",scott,2000
503,47.713717693836976,-1330914.8317500758,-2645.953939860986,0.962034319338924,-0.347366870231006,-10.787415776554576,3514284.128250014,-0.3069591240457361,1.0542292749422375,"(1, 5)",scott,3000
298,48.65771812080537,-1686684.1004999874,-5660.013760067071,0.9289670640498136,-0.6336739896286363,-12.017227845683587,4433851.516499991,-0.2710336104166562,0.9802204193077342,"(1, 5, 15)",scott,2000
384,48.69791666666667,537329.2207499613,1399.2948457030243,1.027181400647195,0.1919150814739619,3.6517430658180805,2458412.2867499795,0.14854071001433547,1.0821108873128205,"(1, 5, 15)",scott,3000
241,46.058091286307054,-4342592.315250063,-18019.055250000263,0.7691933014437004,-1.6460042202649794,-32.97488563331478,5173492.637250049,-0.6373815127500105,0.9008570197088382,"(5, 15)",scott,2000
1053,47.008547008547005,-2596937.5530000953,-2466.2274957265863,0.9466739984063818,-0.47818817007211484,-18.621198075524447,4303683.389250052,-0.43268048300294054,1.0671597800217396,"(5, 15)",scott,3000
224,38.839285714285715,-3839591.6370000527,-17141.034093750237,0.7432890224162195,-2.3744592679811944,-28.56573213987186,5162692.72050005,-0.5533107176114295,1.1704666215060007,"(1, 5, 15, 60)",scott,2000
390,47.179487179487175,-8514879.313500104,-21833.0238807695,0.7174976544682613,-2.9013046555508053,-73.33328016099819,9119499.102000095,-0.8041371498673066,0.8032854175025099,"(1, 5, 15, 60)",scott,3000
