entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_high,entry_low,entry_volume,exit_close,exit_high,exit_low,exit_volume,regime,year,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_atr,entry_supertrend,entry_supertrend_dir,entry_ma20,entry_ma60,entry_bb_upper,entry_bb_lower,entry_bb_middle,is_win,entry_hour,entry_dayofweek,entry_month,month,volatility,volatility_ma,volatility_regime,trend_strength,trend_regime,volume_ma,volume_regime,regime_composite
2019-06-26 12:25:00,2019-06-26 14:10:00,1,276.05,275.45,eod,-0.6000000000000227,0.116545,-0.7165450000000227,-22571.16750000072,1.0,2019-06-26,276.05,276.15,276.0,0.0,275.45,275.6,275.4,0.0,1.0,2019,69.69696969697033,0.1740350125073178,0.1782934590719117,-0.0042584465645939,0.2178571428571436,273.9875,-1.0,275.81000000000006,275.39833333333337,276.4295074444269,275.1904925555732,275.81000000000006,0,12,2,6,6,0.07891945041012266,0.12452430453496587,normal,1.8820701124631543,uptrend,0.0,normal,normal_uptrend_normal
2019-07-04 14:05:00,2019-07-04 15:45:00,1,273.9,275.55,eod,1.650000000000034,0.1164835,1.533516500000034,48305.76975000108,1.0,2019-07-04,273.95,273.95,273.85,0.0,275.55,275.55,275.55,0.0,1.0,2019,41.17647058823293,0.1202875137751675,0.1196838306556799,0.0006036831194875,0.1678571428571485,272.3446428571428,-1.0,273.845,273.7575,274.2920958922726,273.39790410772736,273.845,1,14,3,7,7,0.06127291215811226,0.11925335517022806,normal,1.0357729512684715,uptrend,0.0,normal,normal_uptrend_normal
2019-07-05 13:10:00,2019-07-05 15:45:00,1,274.9,274.85,eod,-0.0499999999999545,0.1164925,-0.1664924999999545,-5244.513749998568,1.0,2019-07-05,274.9,274.9,274.8,0.0,274.85,274.85,274.85,0.0,1.0,2019,39.28571428571327,0.0183816142094315,0.0383554190519298,-0.0199738048424982,0.2142857142857061,272.3446428571428,-1.0,275.05,275.0458333333333,275.42275644656223,274.6772435534378,275.05,0,13,4,7,7,0.07795042353063156,0.1160762065825668,normal,1.2717911408344291,uptrend,0.0,normal,normal_uptrend_normal
2019-07-10 09:55:00,2019-07-10 13:35:00,1,270.7,270.55,pivot,-0.1499999999999772,0.1162375,-0.2662374999999772,-8386.481249999284,1.0,2019-07-10,270.75,270.9,270.65,0.0,270.5,270.55,270.2,0.0,1.0,2019,81.08108108108132,0.4218756147396902,0.3106775842907576,0.1111980304489326,0.4714285714285771,267.58214285714286,-1.0,269.71500000000003,269.4508333333334,271.7057946046687,267.7242053953313,269.71500000000003,0,9,2,7,7,0.1741195092995668,0.12022215677663821,normal,-0.2242448225827637,sideways,0.0,normal,normal_sideways_normal
2019-07-10 13:35:00,2019-07-10 15:25:00,1,270.55,269.6,eod,-0.9499999999999886,0.1162045,-1.066204499999989,-33585.44174999964,1.0,2019-07-10,270.5,270.55,270.2,0.0,269.6,269.8,269.6,0.0,1.0,2019,59.45945945945996,0.1482314247306817,0.1218909773715837,0.0263404473590979,0.2535714285714375,267.58214285714286,-1.0,270.315,270.1333333333333,270.80607829804484,269.8239217019552,270.315,0,13,2,7,7,0.09374174808555916,0.11845679619723294,normal,-0.29574861367837757,sideways,0.0,normal,normal_sideways_normal
2019-07-11 11:30:00,2019-07-11 15:45:00,1,272.95,273.0,eod,0.0500000000000113,0.1163785,-0.0663784999999886,-2090.9227499996423,1.0,2019-07-11,272.9,273.05,272.85,0.0,273.0,273.0,273.0,0.0,1.0,2019,62.49999999999911,0.3797060470771498,0.4053795866296835,-0.0256735395525337,0.3500000000000065,267.58214285714286,-1.0,272.57,271.40583333333336,273.4462359692004,271.6937640307996,272.57,0,11,3,7,7,0.12825210699890308,0.11906900312233733,normal,0.549651887138146,sideways,0.0,normal,normal_sideways_normal
2019-07-12 11:20:00,2019-07-12 14:20:00,1,273.55,273.35,eod,-0.1999999999999886,0.116407,-0.3164069999999886,-9966.820499999643,1.0,2019-07-12,273.5,273.75,273.45,0.0,273.35,273.45,273.35,0.0,1.0,2019,62.49999999999911,0.1804195749008954,0.1747455653457141,0.0056740095551813,0.289285714285711,267.58214285714286,-1.0,273.37250000000006,273.1391666666667,273.99529083252503,272.7497091674751,273.37250000000006,0,11,4,7,7,0.10577174196918135,0.11828681128979873,normal,0.7226583503602616,sideways,0.0,normal,normal_sideways_normal
2019-07-16 12:30:00,2019-07-16 15:45:00,1,274.6,274.7,eod,0.0999999999999659,0.116479,-0.0164790000000341,-519.0885000010743,1.0,2019-07-16,274.6,274.7,274.55,0.0,274.7,274.7,274.7,0.0,1.0,2019,85.29411764706158,0.2628071594473908,0.1572589012541275,0.1055482581932633,0.2249999999999902,275.4464285714286,1.0,273.82000000000005,273.6658333333333,274.6992341164886,272.9407658835115,273.82000000000005,0,12,1,7,7,0.08193736343772402,0.11626739752023904,normal,1.0581047179736218,uptrend,0.0,normal,normal_uptrend_normal
2019-07-19 09:15:00,2019-07-19 15:45:00,1,273.55,275.15,eod,1.599999999999966,0.116461,1.483538999999966,46731.47849999893,1.0,2019-07-19,273.25,273.6,273.2,0.0,275.15,275.15,275.15,0.0,1.0,2019,75.60975609756181,0.5110185955367683,0.2436303025982286,0.2673882929385397,0.4035714285714228,275.4464285714286,1.0,271.5825,271.2183333333333,273.48603549178176,269.6789645082182,271.5825,1,9,4,7,7,0.14769311201149965,0.11792138249346328,normal,0.5393171859199637,sideways,0.0,normal,normal_sideways_normal
2019-07-22 11:40:00,2019-07-22 15:45:00,1,275.45,275.15,eod,-0.3000000000000113,0.116518,-0.4165180000000114,-13120.31700000036,1.0,2019-07-22,275.25,275.45,275.2,0.0,275.15,275.15,275.15,0.0,1.0,2019,44.64285714285696,0.0448534911898264,0.0435931647393472,0.0012603264504791,0.2964285714285739,276.19821428571424,1.0,275.355,275.32166666666666,275.82839757409334,274.8816024259067,275.355,0,11,0,7,7,0.10769430387959086,0.11741002856276965,normal,1.1989100817438734,uptrend,0.0,normal,normal_uptrend_normal
2019-07-23 11:55:00,2019-07-23 14:55:00,1,276.8,276.8,eod,0.0,0.116608,-0.116608,-3673.152,1.0,2019-07-23,276.8,276.85,276.75,0.0,276.8,276.85,276.5,0.0,1.0,2019,51.85185185185232,0.211815551924019,0.2595909873813404,-0.0477754354573214,0.2214285714285811,277.5678571428571,1.0,276.7875,275.96083333333337,277.33510242971965,276.2398975702804,276.7875,0,11,1,7,7,0.07999587118084577,0.11529965103702149,normal,1.5561777456647414,uptrend,0.0,normal,normal_uptrend_normal
2019-07-30 12:30:00,2019-07-30 15:05:00,1,270.1,269.6,eod,-0.5,0.116191,-0.616191,-19410.0165,1.0,2019-07-30,270.15,270.25,270.1,0.0,269.6,269.6,269.55,0.0,1.0,2019,64.00000000000055,0.2119206826961885,0.2005629296244617,0.0113577530717268,0.1785714285714204,267.3589285714286,-1.0,269.8,269.2008333333333,270.2963021152009,269.30369788479913,269.8,0,12,1,7,7,0.06610084344675936,0.1155390892853864,normal,-0.9078289838978506,sideways,0.0,normal,normal_sideways_normal
2019-08-01 12:00:00,2019-08-01 14:05:00,1,267.0,267.35,eod,0.3500000000000227,0.1160305,0.2339695000000227,7370.039250000716,1.0,2019-08-01,266.9,267.05,266.75,0.0,267.35,267.55,266.8,0.0,1.0,2019,36.36363636363636,0.1000003677179961,0.1538320572425522,-0.0538316895245561,0.3535714285714196,264.16785714285714,-1.0,267.2925,267.06916666666666,267.7481949581054,266.83680504189454,267.2925,1,12,3,8,8,0.13247337151420743,0.11560055614299299,normal,-2.089733982765097,downtrend,0.0,normal,normal_downtrend_normal
2019-08-06 14:40:00,2019-08-06 14:55:00,1,254.65,254.1,eod,-0.5500000000000114,0.1152625,-0.6652625000000114,-20955.76875000036,1.0,2019-08-06,254.15,254.75,254.15,0.0,254.1,254.15,253.75,0.0,1.0,2019,36.48648648648644,-0.2004013039095298,-0.1258955373783839,-0.0745057665311458,0.528571428571429,250.01071428571427,-1.0,255.1,254.68,256.5157014256514,253.68429857434856,255.1,0,14,1,8,8,0.2079761670554511,0.12002707591478116,high,-6.917174896714544,downtrend,0.0,normal,high_downtrend_normal
2019-08-08 10:45:00,2019-08-08 13:00:00,1,253.75,254.1,pivot,0.3499999999999943,0.1152355,0.2347644999999943,7395.081749999821,1.0,2019-08-08,254.35,254.5,253.75,0.0,253.9,254.15,253.85,0.0,1.0,2019,60.29411764705873,0.2195147259261602,0.1219048842465906,0.0976098416795696,0.5214285714285702,250.01071428571427,-1.0,253.455,253.0533333333333,254.4747522920493,252.4352477079508,253.455,1,10,3,8,8,0.20500435283214874,0.12378020740108867,high,-6.484175348928655,downtrend,0.0,normal,high_downtrend_normal
2019-08-08 13:00:00,2019-08-08 14:35:00,1,254.1,255.55,pivot,1.450000000000017,0.1152895,1.334710500000017,42043.380750000535,1.0,2019-08-08,253.9,254.15,253.85,0.0,255.0,255.55,254.95,0.0,1.0,2019,49.29577464788757,0.0756306771407082,0.0982565797671911,-0.0226259026264828,0.4178571428571404,250.01071428571427,-1.0,254.015,253.62416666666664,254.61156913860145,253.41843086139855,254.015,1,13,3,8,8,0.1645754796601577,0.12371252120710537,normal,-6.332217408428521,downtrend,0.0,normal,normal_downtrend_normal
2019-08-08 14:35:00,2019-08-08 15:25:00,1,255.55,253.35,eod,-2.200000000000017,0.115267,-2.3152670000000173,-72930.91050000055,1.0,2019-08-08,255.0,255.55,254.95,0.0,253.35,253.95,253.3,0.0,1.0,2019,61.194029850746,0.2656759858555517,0.1340342866700748,0.1316416991854768,0.43214285714286,250.01071428571427,-1.0,254.30750000000003,254.01166666666663,255.2981271274039,253.31687287259615,254.30750000000003,0,14,3,8,8,0.16946778711484706,0.12043735603107371,normal,-5.5686274509803875,downtrend,0.0,normal,normal_downtrend_normal
2019-08-09 09:25:00,2019-08-09 13:55:00,1,254.9,255.45,eod,0.549999999999983,0.1153105,0.4346894999999829,13692.719249999463,1.0,2019-08-09,255.1,255.1,254.6,0.0,255.45,255.45,255.3,0.0,1.0,2019,64.102564102564,0.1942363138193172,0.0371349101396415,0.1571014036796757,0.6428571428571368,250.01071428571427,-1.0,254.225,254.15166666666667,255.8480251158261,252.6019748841739,254.225,1,9,4,8,8,0.25200201601612576,0.12704888119156305,high,-5.2087416699333575,downtrend,0.0,normal,high_downtrend_normal
2019-08-12 12:20:00,2019-08-12 14:50:00,1,255.95,255.85,eod,-0.0999999999999943,0.115354,-0.2153539999999943,-6783.650999999822,1.0,2019-08-12,255.9,256.0,255.85,0.0,255.85,255.9,255.8,0.0,1.0,2019,51.35135135135168,0.1086536598602094,0.1412835046515373,-0.0326298447913278,0.2178571428571396,250.01071428571427,-1.0,255.92,255.58916666666667,256.36768409944165,255.4723159005584,255.92,0,12,0,8,8,0.0851337017808283,0.12444504593652299,normal,-4.5906604142242955,downtrend,0.0,normal,normal_downtrend_normal
2019-08-19 09:15:00,2019-08-19 15:45:00,1,254.75,255.75,eod,1.0,0.115315,0.8846849999999999,27867.5775,1.0,2019-08-19,254.75,254.9,254.45,0.0,255.75,255.75,255.75,0.0,1.0,2019,74.46808510638257,0.3533125892989517,0.2228734531333597,0.1304391361655919,0.3285714285714322,250.01071428571427,-1.0,253.8725,253.4508333333333,254.95463969342205,252.79036030657795,253.8725,1,9,0,8,8,0.12897798962568488,0.12745301260039738,normal,-4.664376840039251,downtrend,0.0,normal,normal_downtrend_normal
2019-08-20 11:55:00,2019-08-20 15:45:00,1,256.6,258.0,eod,1.3999999999999773,0.115438,1.2845619999999771,40463.70299999929,1.0,2019-08-20,256.9,257.0,256.55,0.0,258.0,258.0,258.0,0.0,1.0,2019,80.39215686274497,0.3448881946900428,0.2702500213621406,0.0746381733279022,0.2857142857142897,250.01071428571427,-1.0,255.98999999999995,255.4983333333333,257.038608100116,254.9413918998839,255.98999999999995,1,11,1,8,8,0.11121614858477606,0.12906784750913006,normal,-3.4157259634099004,downtrend,0.0,normal,normal_downtrend_normal
2019-08-27 09:20:00,2019-08-27 13:40:00,1,253.55,253.75,eod,0.1999999999999886,0.115219,0.0847809999999886,2670.601499999642,1.0,2019-08-27,253.75,253.9,253.55,0.0,253.75,253.8,253.7,0.0,1.0,2019,79.06976744186078,0.2722179163391729,0.1383016563833078,0.1339162599558651,0.2857142857142857,250.01071428571427,-1.0,252.7725,252.60333333333327,253.77485249618667,251.7701475038133,252.7725,1,9,1,8,8,0.11259676284306826,0.13163404004337784,normal,-4.301477832512301,downtrend,0.0,normal,normal_downtrend_normal
2019-08-28 14:00:00,2019-08-28 15:45:00,1,255.2,255.85,eod,0.6500000000000057,0.1153315,0.5346685000000057,16842.05775000018,1.0,2019-08-28,255.2,255.35,255.15,0.0,255.85,255.85,255.85,0.0,1.0,2019,65.21739130434825,0.1423287846878054,0.1245253084542134,0.0178034762335919,0.1607142857142816,250.01071428571427,-1.0,254.93,254.64416666666665,255.25831307307885,254.6016869269212,254.93,1,14,2,8,8,0.0629758172861605,0.1308853097311543,low,-3.322884012539192,downtrend,0.0,normal,low_downtrend_normal
2019-08-29 14:30:00,2019-08-29 15:45:00,1,254.9,254.2,eod,-0.700000000000017,0.115273,-0.815273000000017,-25681.09950000053,1.0,2019-08-29,255.1,255.25,254.8,0.0,254.2,254.2,254.2,0.0,1.0,2019,60.78431372548993,0.1398779496963413,0.1355665234762615,0.0043114262200798,0.3714285714285726,250.01071428571427,-1.0,254.8875,254.69416666666663,255.5395211493638,254.23547885063616,254.8875,0,14,3,8,8,0.14560116480931895,0.1294593925066419,normal,-3.0566444531556196,downtrend,0.0,normal,normal_downtrend_normal
2019-08-30 09:15:00,2019-08-30 15:45:00,1,257.65,259.15,eod,1.5,0.115504,1.384496,43611.624,1.0,2019-08-30,257.85,257.9,257.5,0.0,259.15,259.15,259.15,0.0,1.0,2019,86.40776699029149,0.6233552353899086,0.2154878176613228,0.4078674177285857,0.5607142857142853,250.01071428571427,-1.0,255.1075,254.78666666666663,257.76956785477495,252.44543214522503,255.1075,1,9,4,8,8,0.21745754730047906,0.1356451824673879,high,-1.712235796005415,downtrend,0.0,normal,high_downtrend_normal
2019-09-03 11:15:00,2019-09-03 11:25:00,1,258.85,258.4,eod,-0.4500000000000455,0.1155175,-0.5655175000000455,-17813.801250001434,1.0,2019-09-03,258.45,258.85,258.45,0.0,258.4,258.55,258.35,0.0,1.0,2019,35.84905660377346,-0.0466292223150617,0.0333425013989572,-0.079971723714019,0.3392857142857102,250.01071428571427,-1.0,259.26750000000004,259.2308333333333,259.76620885949467,258.7687911405054,259.26750000000004,0,11,1,9,9,0.1312771190890734,0.13579643307189643,normal,-1.1965563938866433,downtrend,0.0,normal,normal_downtrend_normal
2019-09-04 15:10:00,2019-09-04 15:45:00,1,260.6,261.9,eod,1.2999999999999543,0.115675,1.1843249999999546,37306.23749999857,1.0,2019-09-04,261.3,261.55,260.55,0.0,261.9,261.9,261.9,0.0,1.0,2019,81.48148148148141,0.3566677711929173,0.1977446357960529,0.1589231353968644,0.3214285714285673,250.01071428571427,-1.0,259.70000000000005,259.3975,260.7021030518506,258.6978969481495,259.70000000000005,1,15,2,9,9,0.12301131704116619,0.13665841182549565,normal,0.14064293915040446,sideways,0.0,normal,normal_sideways_normal
2019-09-05 12:15:00,2019-09-05 15:10:00,1,265.5,264.4,eod,-1.1000000000000227,0.115897,-1.2158970000000229,-38300.75550000071,1.0,2019-09-05,265.6,265.65,265.4,0.0,264.4,264.65,264.25,0.0,1.0,2019,50.0,0.4736779533802178,0.5847973991364137,-0.1111194457561959,0.2678571428571388,250.01071428571427,-1.0,265.375,263.1141666666667,265.8096807662277,264.9403192337723,265.375,0,12,3,9,9,0.10084982788295888,0.1376040350477574,normal,1.9267695783132768,uptrend,0.0,normal,normal_uptrend_normal
2019-09-06 10:50:00,2019-09-06 13:50:00,1,265.3,265.4,eod,0.0999999999999659,0.115921,-0.0159210000000341,-501.5115000010746,1.0,2019-09-06,265.35,265.4,265.05,0.0,265.4,265.5,265.35,0.0,1.0,2019,55.00000000000114,0.0591632633993981,0.0644873056750866,-0.0053240422756884,0.307142857142862,250.01071428571427,-1.0,265.38250000000005,265.3208333333333,265.71696736935024,265.04803263064986,265.38250000000005,0,10,4,9,9,0.11575008748553306,0.13600688382145906,normal,1.9832296966271132,uptrend,0.0,normal,normal_uptrend_normal
2019-09-10 09:40:00,2019-09-10 14:45:00,1,268.55,268.65,pivot,0.0999999999999659,0.116116,-0.0161160000000341,-507.6540000010747,1.0,2019-09-10,268.45,268.7,268.4,0.0,268.7,268.75,268.55,0.0,1.0,2019,73.68421052631406,0.2438437601335294,0.1685797071727672,0.0752640529607622,0.289285714285707,250.01071428571427,-1.0,267.8275,267.50916666666666,268.5683920654814,267.0866079345185,267.8275,0,9,1,9,9,0.10776148790676364,0.13601024302281772,normal,3.2417582417582365,uptrend,0.0,normal,normal_uptrend_normal
2019-09-10 14:45:00,2019-09-10 15:45:00,1,268.65,268.8,eod,0.1500000000000341,0.1161235,0.0338765000000341,1067.1097500010742,1.0,2019-09-10,268.7,268.75,268.55,0.0,268.8,268.8,268.8,0.0,1.0,2019,59.99999999999925,0.1259009770720922,0.1245146640935025,0.0013863129785897,0.2142857142857224,250.01071428571427,-1.0,268.4875,268.20916666666665,268.7774637001715,268.1975362998285,268.4875,1,14,1,9,9,0.07974905630283677,0.13599790227891725,normal,3.482508373650918,uptrend,0.0,normal,normal_uptrend_normal
2019-09-11 12:35:00,2019-09-11 14:35:00,1,271.15,270.5,eod,-0.6499999999999773,0.1162495,-0.7662494999999773,-24136.859249999285,1.0,2019-09-11,271.35,271.45,271.1,0.0,270.5,270.6,270.35,0.0,1.0,2019,72.91666666666627,0.2804398203430196,0.2363350879983758,0.0441047323446437,0.2642857142857175,250.01071428571427,-1.0,270.6575,270.0758333333334,271.5420308003942,269.77296919960577,270.6575,0,12,2,9,9,0.09739661480955131,0.13756269084705686,normal,4.402985074626862,uptrend,0.0,normal,normal_uptrend_normal
2019-09-16 10:35:00,2019-09-16 15:45:00,1,271.2,272.05,eod,0.8500000000000227,0.1162975,0.7337025000000228,23111.62875000072,1.0,2019-09-16,271.4,271.5,271.15,0.0,272.05,272.05,272.05,0.0,1.0,2019,75.86206896551744,0.1748753065180608,0.1153368690975944,0.0595384374204663,0.3678571428571452,272.0642857142857,1.0,270.765,270.71583333333336,271.49848483283654,270.03151516716343,270.765,1,10,0,9,9,0.1355405832192871,0.13771605143231086,normal,4.3376934414149,uptrend,0.0,normal,normal_uptrend_normal
2019-09-17 12:55:00,2019-09-17 15:25:00,1,271.9,271.8,eod,-0.0999999999999659,0.116311,-0.2163109999999659,-6813.796499998925,1.0,2019-09-17,272.05,272.05,271.9,0.0,271.8,271.8,271.7,0.0,1.0,2019,59.99999999999909,0.0772227895465675,0.0939883859473646,-0.016765596400797,0.1607142857143019,272.4928571428572,1.0,271.95500000000004,271.70416666666665,272.2413564212197,271.6686435787804,271.95500000000004,0,12,1,9,9,0.0590752750282308,0.13027100683094983,low,4.237272560191153,uptrend,0.0,normal,low_uptrend_normal
2019-09-19 10:10:00,2019-09-19 15:45:00,1,275.75,275.05,eod,-0.6999999999999886,0.116524,-0.8165239999999886,-25720.50599999964,1.0,2019-09-19,275.8,275.95,275.7,0.0,275.05,275.05,275.05,0.0,1.0,2019,69.76744186046493,0.6493522512400318,0.6067856506880325,0.0425666005519993,0.4678571428571396,276.7071428571428,1.0,274.855,273.81,277.0163592214443,272.69364077855573,274.855,0,10,3,9,9,0.16963638247176924,0.12850260831293084,normal,5.150471356055127,uptrend,0.0,normal,normal_uptrend_normal
2019-09-20 09:20:00,2019-09-20 15:45:00,1,274.75,276.6,eod,1.8500000000000227,0.1165405,1.7334595000000228,54603.97425000072,1.0,2019-09-20,274.75,274.9,274.55,0.0,276.6,276.6,276.6,0.0,1.0,2019,56.41025641025625,0.147680950667052,0.152463582283522,-0.00478263161647,0.2857142857142857,276.7071428571428,1.0,274.7625,274.505,275.2743336488783,274.25066635112165,274.7625,1,9,4,9,9,0.10399064084232418,0.12547336637203915,normal,4.408553230209286,uptrend,0.0,normal,normal_uptrend_normal
2019-09-24 11:50:00,2019-09-24 15:45:00,1,277.0,278.25,eod,1.25,0.1166575,1.1333425,35700.28875,1.0,2019-09-24,276.95,277.1,276.9,0.0,278.25,278.25,278.25,0.0,1.0,2019,77.77777777777732,0.1497861618321394,0.0855280832716382,0.0642580785605012,0.2285714285714359,277.4660714285714,1.0,276.5925,276.5208333333333,277.24322833678457,275.9417716632154,276.5925,1,11,1,9,9,0.08253165862842965,0.1211265599477183,normal,4.771619425889141,uptrend,0.0,normal,normal_uptrend_normal
2019-09-30 12:40:00,2019-09-30 15:45:00,1,273.65,274.15,eod,0.5,0.116434,0.383566,12082.329,1.0,2019-09-30,273.75,273.8,273.6,0.0,274.15,274.15,274.15,0.0,1.0,2019,63.888888888889234,0.3178071672513738,0.3273541193428175,-0.0095469520914436,0.2392857142857199,278.58750000000003,1.0,273.335,272.4166666666667,273.91547167749087,272.7545283225091,273.335,1,12,0,9,9,0.08741030658839083,0.11289697447633155,normal,3.3178082191780964,uptrend,0.0,normal,normal_uptrend_normal
2019-10-01 09:55:00,2019-10-01 14:30:00,1,275.5,274.95,eod,-0.5500000000000114,0.1165135,-0.6665135000000114,-20995.17525000036,1.0,2019-10-01,275.3,275.5,275.05,0.0,274.95,275.05,274.85,0.0,1.0,2019,64.70588235294177,0.3351068701185795,0.1770897878551421,0.1580170822634374,0.3928571428571307,278.58750000000003,1.0,274.26,273.92,275.4802674426137,273.03973255738623,274.26,0,9,1,10,10,0.14270146852783533,0.1157753628136819,normal,3.509807482746103,uptrend,0.0,normal,normal_uptrend_normal
